Name,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26
Froakie,Start - Pound,Start - Growl,L5 - Bubble,L8 - Quick Attack,L10 - Lick,L14 - Water Pulse,L18 - Smokescreen,L21 - Round,L25 - Fling,L29 - Smack Down,L35 - Substitute,L39 - Bounce,L43 - Double Team,L48 - Hydro Pump,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM23 - Smack Down,TM27 - Return,TM32 - Double Team
Frogadier,Start - Pound,Start - Growl,Start - Bubble,L5 - Bubble,L8 - Quick Attack,L10 - Lick,L14 - Water Pulse,L19 - Smokescreen,L23 - Round,L28 - Fling,L33 - Smack Down,L40 - Substitute,L45 - Bounce,L50 - Double Team,L56 - Hydro Pump,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM23 - Smack Down,TM27 - Return
Greninja,Start - Water Shuriken,Start - Night Slash,Start - Haze,Start - Role Play,Start - Mat Block,Start - Pound,Start - Growl,Start - Bubble,Start - Quick Attack,L5 - Bubble,L8 - Quick Attack,L10 - Lick,L14 - Water Pulse,L19 - Smokescreen,L23 - Shadow Sneak,L28 - Spikes,L33 - Feint Attack,L42 - Substitute,L49 - Extrasensory,L56 - Double Team,L68 - Hydro Pump,L70 - Haze,L77 - Night Slash,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power
Greninja,Start - Water Shuriken,Start - Night Slash,Start - Haze,Start - Role Play,Start - Mat Block,Start - Pound,Start - Growl,Start - Bubble,Start - Quick Attack,L5 - Bubble,L8 - Quick Attack,L10 - Lick,L14 - Water Pulse,L19 - Smokescreen,L23 - Shadow Sneak,L28 - Spikes,L33 - Feint Attack,L42 - Substitute,L49 - Extrasensory,L56 - Double Team,L68 - Hydro Pump,L70 - Haze,L77 - Night Slash,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power
Greninja,Start - Water Shuriken,Start - Night Slash,Start - Haze,Start - Role Play,Start - Mat Block,Start - Pound,Start - Growl,Start - Bubble,Start - Quick Attack,L5 - Bubble,L8 - Quick Attack,L10 - Lick,L14 - Water Pulse,L19 - Smokescreen,L23 - Shadow Sneak,L28 - Spikes,L33 - Feint Attack,L42 - Substitute,L49 - Extrasensory,L56 - Double Team,L68 - Hydro Pump,L70 - Haze,L77 - Night Slash,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power
Bunnelby,Start - Tackle,Start - Agility,Start - Leer,L7 - Quick Attack,L10 - Double Slap,L13 - Mud-Slap,L15 - Take Down,L18 - Mud Shot,L20 - Double Kick,L25 - Odor Sleuth,L29 - Flail,L33 - Dig,L38 - Bounce,L42 - Super Fang,L47 - Facade,L49 - Earthquake,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break
Diggersby,Start - Hammer Arm,Start - Rototiller,Start - Bulldoze,Start - Swords Dance,Start - Tackle,Start - Agility,Start - Leer,L7 - Quick Attack,L13 - Double Slap,L13 - Mud-Slap,L15 - Take Down,L18 - Mud Shot,L21 - Double Kick,L27 - Odor Sleuth,L32 - Flail,L37 - Dig,L43 - Bounce,L48 - Super Fang,L54 - Facade,L57 - Earthquake,L60 - Hammer Arm,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM15 - Hyper Beam
Fletchling,Start - Tackle,Start - Growl,L6 - Quick Attack,L10 - Peck,L13 - Agility,L16 - Flail,L21 - Roost,L25 - Razor Wind,L29 - Natural Gift,L34 - Flame Charge,L39 - Acrobatics,L41 - Me First,L45 - Tailwind,L48 - Steel Wing,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM19 - Roost,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade
Fletchinder,Start - Ember,Start - Tackle,Start - Growl,Start - Quick Attack,L6 - Quick Attack,L10 - Peck,L13 - Agility,L16 - Flail,L25 - Roost,L27 - Razor Wind,L31 - Natural Gift,L38 - Flame Charge,L42 - Acrobatics,L46 - Me First,L51 - Tailwind,L55 - Steel Wing,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM19 - Roost,TM21 - Frustration,TM27 - Return,TM32 - Double Team
Talonflame,Start - Ember,Start - Brave Bird,Start - Flare Blitz,Start - Tackle,Start - Growl,Start - Quick Attack,Start - Peck,L6 - Quick Attack,L10 - Peck,L13 - Agility,L16 - Flail,L25 - Roost,L27 - Razor Wind,L31 - Natural Gift,L39 - Flame Charge,L44 - Acrobatics,L49 - Me First,L55 - Tailwind,L60 - Steel Wing,L64 - Brave Bird,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt
Scatterbug,Start - Tackle,Start - String Shot,L6 - Stun Spore,L15 - Bug Bite,Egg - Stun Spore,Egg - Poison Powder,Egg - Rage Powder,ORAS - Bug Bite,,,,,,,,,,,,,,,,,,
Spewpa,Start - Protect,Start - Harden,TM17 - Protect,Egg - Stun Spore,Egg - Poison Powder,Egg - Rage Powder,ORAS - Bug Bite,ORAS - Iron Defense,ORAS - Electroweb,Prev - Tackle,Prev - String Shot,Prev - Stun Spore,Prev - Bug Bite,,,,,,,,,,,,,
Vivillon,Start - Gust,Start - Powder,Start - Sleep Powder,Start - Poison Powder,Start - Stun Spore,Start - Struggle Bug,L12 - Light Screen,L17 - Psybeam,L21 - Supersonic,L25 - Draining Kiss,L31 - Aromatherapy,L35 - Bug Buzz,L41 - Safeguard,L45 - Quiver Dance,L50 - Hurricane,L55 - Powder,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost,TM20 - Safeguard
Litleo,Start - Tackle,Start - Leer,L5 - Ember,L8 - Work Up,L11 - Headbutt,L15 - Noble Roar,L20 - Take Down,L23 - Fire Fang,L28 - Endeavor,L33 - Echoed Voice,L36 - Flamethrower,L39 - Crunch,L43 - Hyper Voice,L46 - Incinerate,L50 - Overheat,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return
Pyroar,Start - Hyper Beam,Start - Tackle,Start - Leer,Start - Ember,Start - Work Up,L5 - Ember,L8 - Work Up,L11 - Headbutt,L15 - Noble Roar,L20 - Take Down,L23 - Fire Fang,L28 - Endeavor,L33 - Echoed Voice,L38 - Flamethrower,L42 - Crunch,L48 - Hyper Voice,L51 - Incinerate,L57 - Overheat,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect
Flabébé,Start - Tackle,Start - Vine Whip,L6 - Fairy Wind,L10 - Lucky Chant,L15 - Razor Leaf,L20 - Wish,L22 - Magical Leaf,L24 - Grassy Terrain,L28 - Petal Blizzard,L33 - Aromatherapy,L37 - Misty Terrain,L41 - Moonblast,L45 - Petal Dance,L48 - Solar Beam,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM32 - Double Team
Floette,Start - Tackle,Start - Vine Whip,Start - Fairy Wind,L6 - Fairy Wind,L10 - Lucky Chant,L15 - Razor Leaf,L20 - Wish,L25 - Magical Leaf,L27 - Grassy Terrain,L33 - Petal Blizzard,L38 - Aromatherapy,L43 - Misty Terrain,L46 - Moonblast,L51 - Petal Dance,L58 - Solar Beam,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic
Floette,Start - Tackle,Start - Vine Whip,Start - Fairy Wind,L6 - Fairy Wind,L10 - Lucky Chant,L15 - Razor Leaf,L20 - Wish,L25 - Magical Leaf,L27 - Grassy Terrain,L33 - Petal Blizzard,L38 - Aromatherapy,L43 - Misty Terrain,L46 - Moonblast,L51 - Petal Dance,L58 - Solar Beam,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic
Floette,Start - Tackle,Start - Vine Whip,Start - Fairy Wind,L6 - Fairy Wind,L10 - Lucky Chant,L15 - Razor Leaf,L20 - Wish,L25 - Magical Leaf,L27 - Grassy Terrain,L33 - Petal Blizzard,L38 - Aromatherapy,L43 - Misty Terrain,L46 - Moonblast,L51 - Petal Dance,L58 - Solar Beam,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic
Floette,Start - Tackle,Start - Vine Whip,Start - Fairy Wind,L6 - Fairy Wind,L10 - Lucky Chant,L15 - Razor Leaf,L20 - Wish,L25 - Magical Leaf,L27 - Grassy Terrain,L33 - Petal Blizzard,L38 - Aromatherapy,L43 - Misty Terrain,L46 - Moonblast,L51 - Petal Dance,L58 - Solar Beam,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic
Floette,Start - Tackle,Start - Vine Whip,Start - Fairy Wind,L6 - Fairy Wind,L10 - Lucky Chant,L15 - Razor Leaf,L20 - Wish,L25 - Magical Leaf,L27 - Grassy Terrain,L33 - Petal Blizzard,L38 - Aromatherapy,L43 - Misty Terrain,L46 - Moonblast,L51 - Petal Dance,L58 - Solar Beam,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic
Floette,Start - Tackle,Start - Vine Whip,Start - Fairy Wind,L6 - Fairy Wind,L10 - Lucky Chant,L15 - Razor Leaf,L20 - Wish,L25 - Magical Leaf,L27 - Grassy Terrain,L33 - Petal Blizzard,L38 - Aromatherapy,L43 - Misty Terrain,L46 - Moonblast,L50 - Light of Ruin,L51 - Petal Dance,L58 - Solar Beam,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return
Florges,Start - Disarming Voice,Start - Lucky Chant,Start - Wish,Start - Magical Leaf,Start - Flower Shield,Start - Grass Knot,Start - Grassy Terrain,Start - Petal Blizzard,Start - Misty Terrain,Start - Moonblast,Start - Petal Dance,Start - Aromatherapy,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM32 - Double Team
Skiddo,Start - Tackle,Start - Growth,L7 - Vine Whip,L9 - Tail Whip,L12 - Leech Seed,L13 - Razor Leaf,L16 - Worry Seed,L20 - Synthesis,L22 - Take Down,L26 - Bulldoze,L30 - Seed Bomb,L34 - Bulk Up,L38 - Double-Edge,L42 - Horn Leech,L45 - Leaf Blade,L50 - Milk Drink,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM22 - Solar Beam
Gogoat,Start - Aerial Ace,Start - Earthquake,Start - Tackle,Start - Growth,Start - Vine Whip,Start - Tail Whip,L7 - Vine Whip,L9 - Tail Whip,L12 - Leech Seed,L13 - Razor Leaf,L16 - Worry Seed,L20 - Synthesis,L22 - Take Down,L26 - Bulldoze,L30 - Seed Bomb,L34 - Bulk Up,L40 - Double-Edge,L47 - Horn Leech,L55 - Leaf Blade,L58 - Milk Drink,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day
Pancham,Start - Tackle,Start - Leer,L7 - Arm Thrust,L10 - Work Up,L12 - Karate Chop,L15 - Comet Punch,L20 - Slash,L25 - Circle Throw,L27 - Vital Throw,L33 - Body Slam,L39 - Crunch,L42 - Entrainment,L45 - Parting Shot,L48 - Sky Uppercut,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM31 - Brick Break,TM32 - Double Team
Pangoro,Start - Bullet Punch,Start - Hammer Arm,Start - Low Sweep,Start - Entrainment,Start - Tackle,Start - Leer,Start - Arm Thrust,Start - Work Up,L7 - Arm Thrust,L10 - Work Up,L12 - Karate Chop,L15 - Comet Punch,L20 - Slash,L25 - Circle Throw,L27 - Vital Throw,L35 - Body Slam,L42 - Crunch,L45 - Entrainment,L48 - Parting Shot,L52 - Sky Uppercut,L57 - Low Sweep,L65 - Taunt,L70 - Hammer Arm,TM01 - Work Up,TM02 - Dragon Claw,TM05 - Roar
Furfrou,Start - Tackle,Start - Growl,L5 - Sand Attack,L9 - Baby-Doll Eyes,L12 - Headbutt,L15 - Tail Whip,L22 - Bite,L27 - Odor Sleuth,L33 - Retaliate,L35 - Take Down,L38 - Charm,L42 - Sucker Punch,L48 - Cotton Guard,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract
Furfrou,Start - Tackle,Start - Growl,L5 - Sand Attack,L9 - Baby-Doll Eyes,L12 - Headbutt,L15 - Tail Whip,L22 - Bite,L27 - Odor Sleuth,L33 - Retaliate,L35 - Take Down,L38 - Charm,L42 - Sucker Punch,L48 - Cotton Guard,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract
Furfrou,Start - Tackle,Start - Growl,L5 - Sand Attack,L9 - Baby-Doll Eyes,L12 - Headbutt,L15 - Tail Whip,L22 - Bite,L27 - Odor Sleuth,L33 - Retaliate,L35 - Take Down,L38 - Charm,L42 - Sucker Punch,L48 - Cotton Guard,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract
Furfrou,Start - Tackle,Start - Growl,L5 - Sand Attack,L9 - Baby-Doll Eyes,L12 - Headbutt,L15 - Tail Whip,L22 - Bite,L27 - Odor Sleuth,L33 - Retaliate,L35 - Take Down,L38 - Charm,L42 - Sucker Punch,L48 - Cotton Guard,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract
Furfrou,Start - Tackle,Start - Growl,L5 - Sand Attack,L9 - Baby-Doll Eyes,L12 - Headbutt,L15 - Tail Whip,L22 - Bite,L27 - Odor Sleuth,L33 - Retaliate,L35 - Take Down,L38 - Charm,L42 - Sucker Punch,L48 - Cotton Guard,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract
Furfrou,Start - Tackle,Start - Growl,L5 - Sand Attack,L9 - Baby-Doll Eyes,L12 - Headbutt,L15 - Tail Whip,L22 - Bite,L27 - Odor Sleuth,L33 - Retaliate,L35 - Take Down,L38 - Charm,L42 - Sucker Punch,L48 - Cotton Guard,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract
Furfrou,Start - Tackle,Start - Growl,L5 - Sand Attack,L9 - Baby-Doll Eyes,L12 - Headbutt,L15 - Tail Whip,L22 - Bite,L27 - Odor Sleuth,L33 - Retaliate,L35 - Take Down,L38 - Charm,L42 - Sucker Punch,L48 - Cotton Guard,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract
Furfrou,Start - Tackle,Start - Growl,L5 - Sand Attack,L9 - Baby-Doll Eyes,L12 - Headbutt,L15 - Tail Whip,L22 - Bite,L27 - Odor Sleuth,L33 - Retaliate,L35 - Take Down,L38 - Charm,L42 - Sucker Punch,L48 - Cotton Guard,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract
Furfrou,Start - Tackle,Start - Growl,L5 - Sand Attack,L9 - Baby-Doll Eyes,L12 - Headbutt,L15 - Tail Whip,L22 - Bite,L27 - Odor Sleuth,L33 - Retaliate,L35 - Take Down,L38 - Charm,L42 - Sucker Punch,L48 - Cotton Guard,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract
Furfrou,Start - Tackle,Start - Growl,L5 - Sand Attack,L9 - Baby-Doll Eyes,L12 - Headbutt,L15 - Tail Whip,L22 - Bite,L27 - Odor Sleuth,L33 - Retaliate,L35 - Take Down,L38 - Charm,L42 - Sucker Punch,L48 - Cotton Guard,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract
Espurr,Start - Scratch,Start - Leer,L5 - Covet,L9 - Confusion,L13 - Light Screen,L17 - Psybeam,L19 - Fake Out,L22 - Disarming Voice,L25 - Psyshock,TM01 - Work Up,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM24 - Thunderbolt,TM27 - Return,TM29 - Psychic,TM32 - Double Team,TM33 - Reflect,TM41 - Torment
Meowstic,Start - Quick Guard,Start - Mean Look,Start - Helping Hand,Start - Scratch,Start - Leer,Start - Covet,Start - Confusion,L5 - Covet,L9 - Confusion,L13 - Light Screen,L17 - Psybeam,L19 - Fake Out,L22 - Disarming Voice,L25 - Psyshock,L28 - Charm,L31 - Miracle Eye,L35 - Reflect,L40 - Psychic,L43 - Role Play,L45 - Imprison,L48 - Sucker Punch,L50 - Misty Terrain,L53 - Quick Guard,TM01 - Work Up,TM03 - Psyshock,TM04 - Calm Mind
Meowstic,Start - Stored Power,Start - Me First,Start - Magical Leaf,Start - Scratch,Start - Leer,Start - Covet,Start - Confusion,L5 - Covet,L9 - Confusion,L13 - Light Screen,L17 - Psybeam,L19 - Fake Out,L22 - Disarming Voice,L25 - Psyshock,L28 - Charge Beam,L31 - Shadow Ball,L35 - Extrasensory,L40 - Psychic,L43 - Role Play,L45 - Signal Beam,L48 - Sucker Punch,L50 - Future Sight,L53 - Stored Power,TM01 - Work Up,TM03 - Psyshock,TM04 - Calm Mind
Honedge,Start - Tackle,Start - Swords Dance,L5 - Fury Cutter,L8 - Metal Sound,L13 - Pursuit,L18 - Autotomize,L20 - Shadow Sneak,L22 - Aerial Ace,L26 - Retaliate,L29 - Slash,L32 - Iron Defense,L35 - Night Slash,L39 - Power Trick,L42 - Iron Head,L47 - Sacred Sword,TM06 - Toxic,TM10 - Hidden Power,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM33 - Reflect,TM40 - Aerial Ace,TM42 - Facade
Doublade,Start - Tackle,Start - Swords Dance,Start - Fury Cutter,L5 - Fury Cutter,L8 - Metal Sound,L13 - Pursuit,L18 - Autotomize,L20 - Shadow Sneak,L22 - Aerial Ace,L26 - Retaliate,L29 - Slash,L32 - Iron Defense,L36 - Night Slash,L41 - Power Trick,L45 - Iron Head,L51 - Sacred Sword,TM06 - Toxic,TM10 - Hidden Power,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM33 - Reflect,TM40 - Aerial Ace
Aegislash,Start - Fury Cutter,Start - Pursuit,Start - Autotomize,Start - Shadow Sneak,Start - Slash,Start - Iron Defense,Start - Night Slash,Start - Power Trick,Start - Iron Head,Start - Head Smash,Start - Swords Dance,Start - Aerial Ace,Start - King’s Shield,Start - Sacred Sword,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM33 - Reflect
Aegislash,Start - Fury Cutter,Start - Pursuit,Start - Autotomize,Start - Shadow Sneak,Start - Slash,Start - Iron Defense,Start - Night Slash,Start - Power Trick,Start - Iron Head,Start - Head Smash,Start - Swords Dance,Start - Aerial Ace,Start - King’s Shield,Start - Sacred Sword,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM33 - Reflect
Aegislash,Start - Fury Cutter,Start - Pursuit,Start - Autotomize,Start - Shadow Sneak,Start - Slash,Start - Iron Defense,Start - Night Slash,Start - Power Trick,Start - Iron Head,Start - Head Smash,Start - Swords Dance,Start - Aerial Ace,Start - King’s Shield,Start - Sacred Sword,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM33 - Reflect
Spritzee,Start - Sweet Scent,Start - Fairy Wind,L6 - Sweet Kiss,L8 - Odor Sleuth,L13 - Echoed Voice,L17 - Calm Mind,L21 - Draining Kiss,L25 - Aromatherapy,L29 - Attract,L31 - Moonblast,L35 - Charm,L38 - Flail,L42 - Misty Terrain,L44 - Skill Swap,L48 - Psychic,L50 - Disarming Voice,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM27 - Return
Aromatisse,Start - Aromatic Mist,Start - Heal Pulse,Start - Sweet Scent,Start - Fairy Wind,Start - Sweet Kiss,Start - Odor Sleuth,L6 - Sweet Kiss,L8 - Odor Sleuth,L13 - Echoed Voice,L17 - Calm Mind,L21 - Draining Kiss,L25 - Aromatherapy,L29 - Attract,L31 - Moonblast,L35 - Charm,L38 - Flail,L42 - Misty Terrain,L44 - Skill Swap,L48 - Psychic,L53 - Disarming Voice,L57 - Reflect,L64 - Psych Up,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power
Swirlix,Start - Sweet Scent,Start - Tackle,L5 - Fairy Wind,L8 - Play Nice,L10 - Fake Tears,L13 - Round,L17 - Cotton Spore,L21 - Endeavor,L26 - Aromatherapy,L31 - Draining Kiss,L36 - Energy Ball,L41 - Cotton Guard,L45 - Wish,L49 - Play Rough,L58 - Light Screen,L67 - Safeguard,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM24 - Thunderbolt
Slurpuff,Start - Sweet Scent,Start - Tackle,Start - Fairy Wind,Start - Play Nice,L5 - Fairy Wind,L8 - Play Nice,L10 - Fake Tears,L13 - Round,L17 - Cotton Spore,L21 - Endeavor,L26 - Aromatherapy,L31 - Draining Kiss,L36 - Energy Ball,L41 - Cotton Guard,L45 - Wish,L49 - Play Rough,L58 - Light Screen,L67 - Safeguard,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance
Inkay,Start - Tackle,Start - Peck,Start - Constrict,L4 - Reflect,L8 - Foul Play,L12 - Swagger,L13 - Psywave,L15 - Topsy-Turvy,L18 - Hypnosis,L21 - Psybeam,L23 - Switcheroo,L27 - Payback,L31 - Light Screen,L35 - Pluck,L39 - Psycho Cut,L43 - Slash,L46 - Night Slash,L48 - Superpower,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance
Malamar,Start - Reversal,Start - Tackle,Start - Peck,Start - Constrict,Start - Reflect,L4 - Reflect,L8 - Foul Play,L12 - Swagger,L13 - Psywave,L15 - Topsy-Turvy,L18 - Hypnosis,L21 - Psybeam,L23 - Switcheroo,L27 - Payback,L31 - Light Screen,L35 - Pluck,L39 - Psycho Cut,L43 - Slash,L46 - Night Slash,L48 - Superpower,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt
Binacle,Start - Shell Smash,Start - Scratch,Start - Sand Attack,L4 - Water Gun,L7 - Withdraw,L10 - Fury Swipes,L13 - Slash,L18 - Mud-Slap,L20 - Clamp,L24 - Rock Polish,L28 - Ancient Power,L32 - Hone Claws,L37 - Fury Cutter,L41 - Night Slash,L45 - Razor Shell,L49 - Cross Chop,TM06 - Toxic,TM10 - Hidden Power,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM23 - Smack Down
