,ndex,species,pokemon,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,move73,move74,move75,move76,move77,move78,move79,move80,move81,move82,move83,move84,move85,move86,move87,move88,move89,move90,move91,move92,move93,move94,move95,move96,move97,move98,move99,move100,move101,move102,move103,move104,move105,move106,move107,move108,move109,move110,move111,move112,move113,move114,move115,move116,move117,move118,move119,move120,move121,move122,move123,move124,move125,move126,move127,move128,move129,move130,move131,move132,move133,move134,move135,move136,move137,move138,move139,move140,move141,move142,move143,move144,move145,move146,move147,move148,move149,move150,move151,move152,move153,move154,move155,move156,move157,move158,move159,move160,move161,move162,move163,move164,move165,move166,move167,move168,move169,move170,move171,move172,move173,move174
10,8,Wartortle,Wartortle,Start - Tackle,Start - Tail Whip,Start - Water Gun,L4 - Tail Whip,L7 - Water Gun,L10 - Withdraw,L13 - Bubble,L17 - Bite,L21 - Rapid Spin,L25 - Protect,L29 - Water Pulse,L33 - Aqua Tail,L37 - Skull Bash,L41 - Iron Defense,L45 - Rain Dance,L49 - Hydro Pump,01 - Work Up,06 - Toxic,07 - Hail,10 - Hidden Power,13 - Ice Beam,14 - Blizzard,17 - Protect,18 - Rain Dance,21 - Frustration,27 - Return,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,9,Blastoise,Blastoise,Start - Flash Cannon,Start - Tackle,Start - Tail Whip,Start - Water Gun,Start - Withdraw,L4 - Tail Whip,L7 - Water Gun,L10 - Withdraw,L13 - Bubble,L17 - Bite,L21 - Rapid Spin,L25 - Protect,L29 - Water Pulse,L33 - Aqua Tail,L40 - Skull Bash,L47 - Iron Defense,L54 - Rain Dance,L60 - Hydro Pump,01 - Work Up,05 - Roar,06 - Toxic,07 - Hail,10 - Hidden Power,13 - Ice Beam,14 - Blizzard,15 - Hyper Beam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Egg - Aura Sphere,ORAS - Signal Beam,ORAS - Ice Punch,ORAS - Iron Defense,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Dragon Pulse,ORAS - Iron Tail,ORAS - Snore,ORAS - Focus Punch,ORAS - Water Pulse,ORAS - Outrage,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,9,Blastoise,Blastoise (Mega Blastoise),Start - Flash Cannon,Start - Tackle,Start - Tail Whip,Start - Water Gun,Start - Withdraw,L4 - Tail Whip,L7 - Water Gun,L10 - Withdraw,L13 - Bubble,L17 - Bite,L21 - Rapid Spin,L25 - Protect,L29 - Water Pulse,L33 - Aqua Tail,L40 - Skull Bash,L47 - Iron Defense,L54 - Rain Dance,L60 - Hydro Pump,01 - Work Up,05 - Roar,06 - Toxic,07 - Hail,10 - Hidden Power,13 - Ice Beam,14 - Blizzard,15 - Hyper Beam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Egg - Aura Sphere,ORAS - Signal Beam,ORAS - Ice Punch,ORAS - Iron Defense,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Dragon Pulse,ORAS - Iron Tail,ORAS - Snore,ORAS - Focus Punch,ORAS - Water Pulse,ORAS - Outrage,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,10,Caterpie,Caterpie,Start - Tackle,Start - String Shot,L9 - Bug Bite,ORAS - Bug Bite,ORAS - Electroweb,ORAS - Snore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,11,Metapod,Metapod,Start - Harden,ORAS - Bug Bite,ORAS - Iron Defense,ORAS - Electroweb,Prev - Tackle,Prev - String Shot,Prev - Bug Bite,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,12,Butterfree,Butterfree,Start - Gust,Start - Confusion,L11 - Confusion,L13 - Poison Powder,L13 - Stun Spore,L13 - Sleep Powder,L17 - Psybeam,L19 - Silver Wind,L23 - Supersonic,L25 - Safeguard,L29 - Whirlwind,L31 - Bug Buzz,L35 - Rage Powder,L37 - Captivate,L41 - Tailwind,L43 - Air Slash,L47 - Quiver Dance,06 - Toxic,09 - Venoshock,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,17 - Protect,18 - Rain Dance,19 - Roost,20 - Safeguard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,13,Weedle,Weedle,Start - Poison Sting,Start - String Shot,L9 - Bug Bite,ORAS - Bug Bite,ORAS - Electroweb,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,14,Kakuna,Kakuna,Start - Harden,ORAS - Bug Bite,ORAS - Iron Defense,ORAS - Electroweb,Prev - Poison Sting,Prev - String Shot,Prev - Bug Bite,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,15,Beedrill,Beedrill,Start - Twineedle,Start - Fury Attack,L11 - Fury Attack,L14 - Rage,L17 - Pursuit,L20 - Focus Energy,L23 - Venoshock,L26 - Assurance,L29 - Toxic Spikes,L32 - Pin Missile,L35 - Poison Jab,L38 - Agility,L41 - Endeavor,L44 - Fell Stinger,06 - Toxic,09 - Venoshock,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,17 - Protect,19 - Roost,21 - Frustration,22 - Solar Beam,27 - Return,31 - Brick Break,32 - Double Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,15,Beedrill,Beedrill (Mega Beedrill),Start - Twineedle,Start - Fury Attack,L11 - Fury Attack,L14 - Rage,L17 - Pursuit,L20 - Focus Energy,L23 - Venoshock,L26 - Assurance,L29 - Toxic Spikes,L32 - Pin Missile,L35 - Poison Jab,L38 - Agility,L41 - Endeavor,L44 - Fell Stinger,06 - Toxic,09 - Venoshock,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,17 - Protect,19 - Roost,21 - Frustration,22 - Solar Beam,27 - Return,31 - Brick Break,32 - Double Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,16,Pidgey,Pidgey,Start - Tackle,L5 - Sand Attack,L9 - Gust,L13 - Quick Attack,L17 - Whirlwind,L21 - Twister,L25 - Feather Dance,L29 - Agility,L33 - Wing Attack,L37 - Roost,L41 - Tailwind,L45 - Mirror Move,L49 - Air Slash,L53 - Hurricane,01 - Work Up,06 - Toxic,10 - Hidden Power,11 - Sunny Day,17 - Protect,18 - Rain Dance,19 - Roost,21 - Frustration,27 - Return,32 - Double Team,40 - Aerial Ace,42 - Facade,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,17,Pidgeotto,Pidgeotto,Start - Tackle,Start - Sand Attack,Start - Gust,L5 - Sand Attack,L9 - Gust,L13 - Quick Attack,L17 - Whirlwind,L22 - Twister,L27 - Feather Dance,L32 - Agility,L37 - Wing Attack,L42 - Roost,L47 - Tailwind,L52 - Mirror Move,L57 - Air Slash,L62 - Hurricane,01 - Work Up,06 - Toxic,10 - Hidden Power,11 - Sunny Day,17 - Protect,18 - Rain Dance,19 - Roost,21 - Frustration,27 - Return,32 - Double Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,18,Pidgeot,Pidgeot,Start - Hurricane,Start - Tackle,Start - Sand Attack,Start - Gust,Start - Quick Attack,L5 - Sand Attack,L9 - Gust,L13 - Quick Attack,L17 - Whirlwind,L22 - Twister,L27 - Feather Dance,L32 - Agility,L38 - Wing Attack,L44 - Roost,L50 - Tailwind,L56 - Mirror Move,L62 - Air Slash,L68 - Hurricane,01 - Work Up,06 - Toxic,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,17 - Protect,18 - Rain Dance,19 - Roost,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,18,Pidgeot,Pidgeot (Mega Pidgeot),Start - Hurricane,Start - Tackle,Start - Sand Attack,Start - Gust,Start - Quick Attack,L5 - Sand Attack,L9 - Gust,L13 - Quick Attack,L17 - Whirlwind,L22 - Twister,L27 - Feather Dance,L32 - Agility,L38 - Wing Attack,L44 - Roost,L50 - Tailwind,L56 - Mirror Move,L62 - Air Slash,L68 - Hurricane,01 - Work Up,06 - Toxic,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,17 - Protect,18 - Rain Dance,19 - Roost,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,19,Rattata,Rattata,Start - Tackle,Start - Tail Whip,L4 - Quick Attack,L7 - Focus Energy,L10 - Bite,L13 - Pursuit,L16 - Hyper Fang,L19 - Assurance,L22 - Crunch,L25 - Sucker Punch,L28 - Super Fang,L31 - Double-Edge,L34 - Endeavor,01 - Work Up,06 - Toxic,10 - Hidden Power,11 - Sunny Day,12 - Taunt,13 - Ice Beam,14 - Blizzard,17 - Protect,18 - Rain Dance,21 - Frustration,24 - Thunderbolt,25 - Thunder,27 - Return,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,19,Rattata,Rattata (Alola Form),Start - Tackle,Start - Tail Whip,L4 - Quick Attack,L7 - Focus Energy,L10 - Bite,L13 - Pursuit,L16 - Hyper Fang,L19 - Assurance,L22 - Crunch,L25 - Sucker Punch,L28 - Super Fang,L31 - Double-Edge,L34 - Endeavor,06 - Toxic,10 - Hidden Power,11 - Sunny Day,12 - Taunt,13 - Ice Beam,14 - Blizzard,17 - Protect,18 - Rain Dance,21 - Frustration,27 - Return,30 - Shadow Ball,32 - Double Team,36 - Sludge Bomb,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,20,Raticate,Raticate,Start - Scary Face,Start - Swords Dance,Start - Tackle,Start - Tail Whip,Start - Quick Attack,Start - Focus Energy,L4 - Quick Attack,L7 - Focus Energy,L10 - Bite,L13 - Pursuit,L16 - Hyper Fang,L19 - Assurance,L24 - Crunch,L29 - Sucker Punch,L34 - Super Fang,L39 - Double-Edge,L44 - Endeavor,01 - Work Up,05 - Roar,06 - Toxic,10 - Hidden Power,11 - Sunny Day,12 - Taunt,13 - Ice Beam,14 - Blizzard,15 - Hyper Beam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,20,Raticate,Raticate (Alola Form),Start - Scary Face,Start - Swords Dance,Start - Tackle,Start - Tail Whip,Start - Quick Attack,Start - Focus Energy,L4 - Quick Attack,L7 - Focus Energy,L10 - Bite,L13 - Pursuit,L16 - Hyper Fang,L19 - Assurance,L24 - Crunch,L29 - Sucker Punch,L34 - Super Fang,L39 - Double-Edge,L44 - Endeavor,05 - Roar,06 - Toxic,08 - Bulk Up,09 - Venoshock,10 - Hidden Power,11 - Sunny Day,12 - Taunt,13 - Ice Beam,14 - Blizzard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
